cb_2020_3,tcc_mean
1400000US13067030260,37.86142622711992
1400000US13067030261,29.110489738585144
1400000US13067030262,39.52689823764919
1400000US13067030263,45.04836034548779
1400000US13067030264,50.290744536758204
1400000US13067030265,45.025085143882556
1400000US13067030266,52.565502192176446
1400000US13067030267,48.968332968244965
1400000US13067030268,44.77183245001299
1400000US13067030269,38.14108015022086
1400000US13067030270,43.3315852326185
1400000US13067030271,42.93802153643299
1400000US13067030272,50.81756690612809
1400000US13067030273,43.595240695930656
1400000US13067030274,42.181743810154686
1400000US13067030275,30.150969195828598
1400000US13067030276,53.01224557460099
1400000US13067030277,53.33135205013628
1400000US13067030278,21.34255952268707
1400000US13067030319,57.031140708360624
1400000US13067030322,52.50418870295494
1400000US13067030324,47.59389525083056
1400000US13067030326,60.926893255025156
