cb_2020_3,impervious_mean,building_density,poi_total_all,poi_diversity,ntl_sum,road_density_local,ndvi_mean,slope_mean,dist_water_m
1400000US01101003301,41.39937858508604,1.855858,3.18147,0.9557,541.4273071289062,16289.485058947334,0.5717473814782691,1.9678896239925527,1788.2381151594766
1400000US01101003303,38.49125242988059,0.0,0.309825,0.0,288.75225830078125,66968.72940558995,0.5820368366039956,1.6202262197842467,1306.6852698050764
1400000US01101003304,51.53905540417802,9.293335,6.028109,1.011404,986.7747192382812,54726.79942541226,0.4587691773682518,1.8025329796893577,988.5745197874302
1400000US01101005101,4.713741214318184,0.0,0.152734,-0.0,1393.660400390625,1827.337107842996,0.6415098500368215,0.7602162832949451,391.2516491644364
1400000US01101005102,20.962381664175386,1.529484,0.69522,0.693147,316.7584228515625,7111.65580078774,0.6562549251525308,1.3241773363725615,490.7177221946562
1400000US01101005301,50.971005917159765,1.303283,0.651642,0.0,263.8804931640625,29362.76518660049,0.4806613345210768,0.7933225065737093,1126.8890498046185
1400000US01101005302,41.9949105490438,6.169961,0.528854,0.0,951.0675048828124,16462.355906888184,0.4908649703597571,0.97935687550091,712.8489645724363
1400000US01101005402,45.5511259382819,5.19747,0.92812,1.039721,853.9996337890625,38868.15614457494,0.50750030810181,0.952255272443568,1230.6004920964276
1400000US01101005403,45.44731754470759,0.541995,4.60696,-0.0,895.2122802734375,42789.538803017735,0.5027989062261705,2.1004710868335668,651.9778598010201
1400000US01101005407,30.784099048398648,9.509686,2.603843,-0.0,1315.8740234375,9520.108724727506,0.5750295437414539,1.1351004244334908,638.1681554955017
1400000US01101005409,41.35081845238095,0.0,2.529235,-0.0,446.96435546875,64298.89120615442,0.5346273548946181,1.7891897745914938,320.8808611383074
1400000US01101005410,39.88988937483921,0.574514,1.149027,0.0,573.0081787109375,62019.72982418133,0.5219534890763116,1.792200217547758,382.5329578150585
1400000US01101005411,31.783452098178937,1.797954,0.0,0.0,343.167724609375,13494.00856307592,0.5853045870210226,1.6281337266024245,310.0212548068823
1400000US01101005412,39.78620224340053,7.785867,2.468689,0.612869,1572.18505859375,6786.814699182305,0.5196596971827945,1.4987857039752093,408.26822522959503
1400000US01101005413,12.522574055158325,0.690778,0.0,0.0,418.3634643554688,3850.2632816267246,0.6849342546973557,0.6671071688342767,552.9869060371166
1400000US01101005414,8.12241931877469,0.043379,0.390413,0.636514,789.5711669921875,2621.332220473691,0.6132969054579566,0.7024376056683296,266.585750685074
1400000US01101005501,4.326396532746285,0.256133,0.137918,0.0,1149.484375,437.5721169851385,0.68859053406612,0.7639682503639089,307.7770965950993
1400000US01101005502,7.101621151126102,0.0,0.492828,0.636514,283.418212890625,5902.168818303839,0.6585474531673372,2.128721221326287,357.4750940746578
1400000US01101005503,19.506388638198832,1.112556,0.529789,-0.0,1099.1563720703125,3802.687654366552,0.6321026148901301,1.4770115753552857,550.6310241319549
1400000US01101005504,2.3601035555922776,0.588183,0.185742,0.0,286.2777404785156,841.8788352546204,0.7062175612318545,1.9249571655240063,328.60867105245626
1400000US01101005604,0.7108164133822056,0.007697,0.125711,0.636514,930.8674926757812,1296.780180668528,0.7216542963174108,1.671994679007562,505.2130690408943
1400000US01101005605,26.48334432717678,0.550409,0.733878,-0.0,428.6632690429688,11231.308488834662,0.5992931140093383,1.23383072975834,513.0905005591468
1400000US01101005606,44.95720799719397,0.787834,1.181751,-0.0,548.6299438476562,84580.20780265144,0.523617725899541,1.4922785688049625,471.30869025579113
1400000US01101005607,33.300945698596706,12.797311,2.730093,0.0,493.44525146484375,10389.231186337036,0.5581878966445186,0.9264018141269244,299.7727869227272
