cb_2020_3,water_pct,developed_pct,barren_pct,forest_pct,shrub_pct,grassland_pct,pasture_hay_pct,cultivated_crops_pct,woody_wetlands_pct,herbaceous_wetlands_pct,impervious_mean
1400000US36001001500,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.750773993808046
1400000US36001001600,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.93228655544652
1400000US36001001700,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.692460317460316
1400000US36001001802,0.0,92.67723880597015,0.0,5.457089552238806,0.0,0.0,0.0,0.0,1.8656716417910446,0.0,41.52518656716418
1400000US36001001803,0.0,97.82718544719555,0.0,2.1728145528044465,0.0,0.0,0.0,0.0,0.0,0.0,39.12127337038908
1400000US36001001804,0.10058916510992959,68.558700962782,0.0,21.33927288403506,0.0,0.0,0.014369880729989942,9.297312832303492,0.5747952291995977,0.11495904583991953,18.865066819945394
1400000US36001001901,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.73216132368149
1400000US36001001902,0.0,95.7757296466974,0.0,4.224270353302612,0.0,0.0,0.0,0.0,0.0,0.0,46.07066052227343
1400000US36001002000,0.40272614622056996,66.29491945477075,0.0,28.74845105328377,0.0,0.09293680297397769,0.0,2.168525402726146,2.1065675340768277,0.18587360594795538,35.93711276332094
1400000US36001002100,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61.06461538461539
1400000US36001002200,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.0948905109489
1400000US36001002300,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.200557103064064
1400000US36001002500,12.672811059907835,87.09677419354838,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2304147465437788,68.82373271889401
1400000US36001002600,7.435449427295671,88.21588041157057,0.0,3.20326150262085,0.0,0.0,0.0,0.0,0.9706853038245,0.17472335468841002,53.421277421859834
1400000US36001012700,25.526641883519208,69.39281288723667,0.0,1.6522098306484923,0.0,0.0,0.20652622883106153,0.0,2.0239570425444033,1.197852127220157,30.993391160677405
1400000US36001012800,6.2905641537693455,91.81228157763354,0.199700449326011,0.04992511233150275,0.0,0.0,0.0,0.0,0.5491762356465303,1.0983524712930606,54.04842735896156
1400000US36001012900,13.821938022626659,76.63551401869158,0.0,6.050172159370389,0.0,0.0,0.04918839153959665,0.0,0.9345794392523363,2.5086079685194296,39.594195769798326
1400000US36001013000,0.658464737480506,82.79327672846993,0.7277768151100329,11.28054063420551,0.0,0.0,0.0,3.742852191994455,0.6238086986657425,0.17328019407381737,29.495927915439264
1400000US36001013100,15.433246560059501,76.71997024916325,0.0,1.338787653402752,0.0,0.0,0.2231312755671253,0.0,3.9047973224246935,2.38006693938267,49.07735217552994
1400000US36001013200,10.989010989010989,88.91941391941391,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09157509157509157,64.82234432234432
1400000US36001013300,0.0,96.27249357326478,0.0,3.7275064267352187,0.0,0.0,0.0,0.0,0.0,0.0,56.85668380462725
1400000US36001013400,13.29987452948557,86.38644918444166,0.0,0.0,0.0,0.0,0.0,0.0,0.3136762860727729,0.0,56.68381430363865
